category,text
sport,mauresmo opens with victory in la amelie mauresmo and maria sharapova won their opening matches at the tour championships in los angeles.  france s mauresmo routed vera zvonareva 6-1 6-0  while wimbledon champion sharapova was a 6-1 6-4 winner over fellow russian svetlana kuznetsova. american serena williams also won  edging russian elena dementieva 7-6 7-5 for her second victory of the event. the event is split into two groups of four with the top two from each advancing to the semi-finals.  mauresmo s win was her ninth in a row as she tries to overtake lindsay davenport for the number one spot. mauresmo spent five weeks at number one after the us open before injury ushered davenport back in front.  since then  i feel very confident on court and my game is there. i want to get the ranking back  but it s very different than before i was number one.  it was an obsession  but now i take it in a relaxed way.  mauresmo completed her first match in the season-ending championship in 54 minutes as russia s zvonareva struggled to return her serve and failed to achieve a single break point.   she got mad a little bit and i played some great tennis   said mauresmo  who was runner-up to kim clijsters in last year s final. zvonareva has lost both her games so far  having crashed 6-2 6-4 kuznetsova in the staples centre on wednesday.  sometimes not everything works   she said.  it was lots of pressure. maybe that is why i couldn t do 100%. but i was fighting.  sharapova  who lost 6-2 6-2 to kuznetsova in beijing in september  said:  in beijing  she was coming off such a big winning streak [14 matches] and she was unstoppable.  this time  it was important to start off well and put some pressure on her.  the tournament debutant added:  i love it here. the atmosphere is great.  to be here where the lakers play  you just feel that excitement. i love basketball.  williams admitted she is still some way off her best form but remained positive after two wins in two days.  it s hard to go out there and get it right but i m fighting and i m hoping   said williams.  what makes me happy is the effort. i had a really good effort today.  i m trying to add new dimensions to my game.
sport,mcclaren eyes uefa cup top spot steve mcclaren wants his middlesbrough team to win their uefa cup group by beating partizan belgrade.  boro have already qualified for the knockout stages alongside partizan and villareal  at the expense of lazio. but boss mcclaren is looking for a victory which would mean they avoid a team that has played in the champions league in friday s third-round draw.  to need a win to finish top is fantastic  but it is going to be a tough one   mcclaren said.  when the draw was made  i thought it was the toughest group of them all - and so it has proved.  lazio were favourites  villarreal have been semi-finalists  and partizan have fantastic experience in europe.  the pleasing thing is we did the business in the first two games.  winning those two has put us in a great position and it has been a fantastic experience playing these teams.
sport,hong kong in 2011 world cup bid hong kong is hoping to join japan as co-host of the 2011 rugby world cup.  japan has applied to host the tournament on its own  with the aim of taking it outside rugby s traditional strongholds for the first time. but hong kong rugby football union (hkrfu) chairman john molloy has called for the territory to host one of the pools and a quarter-final. the japanese rugby football union (jrfu) says it has yet to receive a formal presentation from the hkrfu.  at this stage  we are only considering hosting the event by ourselves   said jrfu secretary koji tokumasu.  we cannot examine any proposal unless we get it in a definitive form.  japan faces stiff competition in the form of south africa and new zealand to host the event in seven years  time.   until now  the world cup has been held in countries from the six nations or tri-nations   said tokumasu.  we think  and the irb thinks  that it is time for rugby to go global.  japan is ready to host the tournament and we are looking forward to welcoming the world of rugby to japan.  tokumasu added that the 2002 football world cup  co-hosted by japan and south korea  had been a huge success.  as well as having the infrastructure in place  japan also has the commercial clout to host one of sport s top competitions   he said. last year  japan launched its first professional rugby league and it has the fourth largest number of registered players (125 508) in the world after england  south africa and france.
sport,prodigy monfils blows away gaudio french prodigy gael monfils underlined his huge promise by beating french open champion gaston gaudio 6-4 7-6 (7-4) in the first round of the qatar open.  the 18-year-old wild card won three of the four junior grand slam events last year  including wimbledon. fabrice santoro  the 2000 champion  beat sweden s thomas johansson 6-4 6-2 but fourth seed mikhail youzhny lost 6-3 7-6 (7-3) to rafael nadal. roger federer plays greg rusedski in the second round on wednesday. monfils  who was given a wildcard into the tournament  said:  this is my first win over a top 10 player and i am delighted.  i play my best tennis when i am fired up on the court and the reason i won today was because i was able to play my natural  attacking game   he said.  of course i was a bit tired in the second set. but i was confident i could survive had there been a third set.
sport,beckham relief as real go through david beckham expressed his relief at real madrid s passage to the champions league knockout phase.  after real s 3-0 win at roma  the england skipper admitted another season of under-achievement would not be tolerated at the bernabeu stadium. beckham said:  it s expected of madrid to get through  but it s a relief for the club and players to have won.  we lost momentum last season but we cannot afford to to go another season without winning anything.  real s finish as runners-up in their champions league group means they cannot face his old club manchester united in the next round. but real could be drawn against other premiership hopefuls  arsenal or chelsea  who won their respective groups.  it s going to be great whoever we play  even if we don t get either of the two english teams.
sport,chelsea denied by james heroics a brave defensive display  led by keeper david james  helped manchester city hold the leaders chelsea.  after a quiet opening  james denied damien duff  jiri jarosik and mateja kezman  while paul bosvelt cleared william gallas  header off the line. robbie fowler should have scored for the visitors but sent his header wide. chelsea had most of the possession in the second half but james kept out frank lampard s free-kick and superbly tipped the same player s volley wide. city went into the game with the proud record of being the only domestic team to beat chelsea this season. and there was little to alarm them in the first 30 minutes as chelsea - deprived of arjen robben and didier drogba through injury - struggled to pose much of a threat. indeed  it was the visitors who looked likelier to enliven a drab opening played at a lethargic pace. shaun wright-phillips - watched by england boss sven-goran eriksson - showed his customary trickery to burst into the right of the area and deliver a dangerous ball  which was blocked by john terry. but chelsea suddenly stepped up a gear and created a flurry of chances. first  duff got round ben thatcher and blasted in a shot that james parried to kezman  who turned the ball wide.  soon afterwards  jarosik found space in the area to powerfully head lampard s corner goalwards but james tipped the ball over. chelsea were now looking more like premiership leaders and james kept out kezman s fierce drive before bosvelt and james combined to clear gallas  header from duff s corner. city broke swiftly up the field and the last chance of a frenetic spell should have resulted in fowler celebrating his 150th premiership goal. wright-phillips raced down the left and crossed to fowler but city s lone man up front  left free by terry s slip  contrived to head wide when it seemed a breakthrough was certain. the second half started as quietly as the first  although james was forced to divert a cross from the lively duff away from eidur gudjohnsen s path. there was a nasty moment for petr cech  looking for a ninth straight clean sheet in the league  when a series of ricochets saw fowler chase a loose ball in the area and collide accidently with the czech republic stopper. another quiet spell followed  which duff interrupted with a surging run that was halted illegally on the edge of the penalty area by bosvelt. lampard stepped up to blast a shot through the wall and james somehow blocked it with his legs. another timely challenge  this time from richard dunne in time added on  prevented gudjohnsen from getting in a shot. there was still time for james to produce a sensational save to tip lampard s volley round the post.  cech  paulo ferreira  gallas  terry  bridge  jarosik (tiago 56)  lampard  makelele  duff  gudjohnsen  kezman (cole 63).  subs not used: johnson  smertin  cudicini.  makelele  gudjohnsen.  james  mills  distin  dunne  thatcher  shaun wright-phillips  bosvelt  barton  sibierski (mcmanaman 85)  musampa  fowler.  subs not used: macken  weaver  onuoha  jordan.  bosvelt.  42 093  h webb (s yorkshire).
sport,chelsea sack mutu chelsea have sacked adrian mutu after he failed a drugs test.  the 25-year-old tested positive for a banned substance - which he later denied was cocaine - in october. chelsea have decided to write off a possible transfer fee for mutu  a £15.8m signing from parma last season  who may face a two-year suspension. a statement from chelsea explaining the decision read: we want to make clear that chelsea has a zero tolerance policy towards drugs.  mutu scored six goals in his first five games after arriving at stamford bridge but his form went into decline and he was frozen out by coach jose mourinho. chelsea s statement added:  this applies to both performance-enhancing drugs or so-called  recreational  drugs. they have no place at our club or in sport.  in coming to a decision on this case  chelsea believed the club s social responsibility to its fans  players  employees and other stakeholders in football regarding drugs was more important than the major financial considerations to the company.  any player who takes drugs breaches his contract with the club as well as football association rules.  the club totally supports the fa in strong action on all drugs cases.  fifa s disciplinary code stipulates that a first doping offence should be followed by a six-month ban. and the sport s world governing body has re-iterated their stance over mutu s failed drugs test  maintaining it is a matter for the domestic sporting authorities.  fifa is not in a position to make any comment on the matter until the english fa have informed us of their disciplinary decision and the relevant information associated with it   said a fifa spokesman. chelsea s move won backing from drug-testing expert michelle verroken. verroken  a former director of drug-free sport for uk sport  insists the blues were right to sack mutu and have enhanced their reputation by doing so.  chelsea are saying quite clearly to the rest of their players and their fans that this is a situation they are not prepared to tolerate.  it was a very difficult decision for them and an expensive decision for them but the terms of his contract were breached and it was the only decision they could make.  it is a very clear stance by chelsea and it has given a strong boost to the reputation of the club.  it emerged that mutu had failed a drugs test on october 18 and  although it was initially reported that the banned substance in question was cocaine. the romanian international later suggested it was a substance designed to enhance sexual performance. the football association has yet to act on mutu s failed drugs test and refuses to discuss his case.
sport,benitez deflects blame from dudek liverpool manager rafael benitez has refused to point the finger of blame at goalkeeper jerzy dudek after portsmouth claimed a draw at anfield.  dudek fumbled a cross before lomana lualua headed home an injury-time equaliser  levelling after steven gerrard put liverpool ahead. benitez said:  it was difficult for jerzy. it was an unlucky moment.  he was expecting a cross from matthew taylor and it ended up like a shot  so i don t blame him for what happened.  benitez admitted it was a costly loss of two points by liverpool  who followed up their derby defeat against everton with a disappointing draw. he said:  we had many opportunities but didn t score and  in the end  a 1-0 lead was not enough.  if you don t have any chances you have to think of other things  but when you are creating so many chances as we are there is nothing you can say to the players. it was a pity.  we lost two points  but we have one more point in the table. now we have another difficult game against newcastle and we have to recover quickly from that.
sport,williams battles to aussie title serena williams staged a remarkable recovery to beat lindsay davenport and win her second australian open title.  the 2003 champion claimed her seventh grand slam title  and her first since wimbledon in 2003  2-6 6-3 6-0. williams had looked close to quitting with a rib injury when she left the court for treatment after five games. she quickly dropped the first set but from 3-3 in the second found another gear as davenport s game collapsed  allowing williams to take the title. williams later explained her injury problem  saying it was the result of lunging for a ball early in the first set.  lindsay had me on the run out wide on my backhand and my back went but eventually i was able to come back  thank goodness   she said. davenport paid tribute to williams  saying:  she s had a tough couple of years and she s come back like a champion.   the 23-year-old former world number one was in desperate trouble in the early stages as the injury hampered her service action. davenport took advantage to race through the opening set and held six break points in game five of the second.  i kept thinking to myself  i m not losing this game   said williams afterwards.   i don t care if my arm falls off  i m not losing this game . and i guess that s what happened.  i didn t want to lose that particular game because it would have given her a lot of momentum  and a lot of confidence.  despite letting the break points slip away davenport looked comfortable enough at 3-3  but from 40-0 up she just folded. williams won nine consecutive points for the set and powered through the decider as a lacklustre davenport looked to have run out of energy after a gruelling two weeks.  i felt like i was playing well and in control pretty much of the match   said davenport.  then i just had that horrible lapse  i think serving up 40-0  and made a few errors and opened up the door for her and she just kept going through it.  at the end i think i was a little bit fatigued but she took advantage of it and kept going - she s a great frontrunner when she gets going.
sport,wales get williams fitness boost wales are hopeful that openside flanker martyn williams could be fit for saturday s rbs 6 nations championship opener against england in cardiff.  williams was expected to miss the match with a disc problem in his neck  but has been making a speedy recovery.  he will have tests in the next 48 hours and we are pretty optimistic he is getting there   wales  team physiotherapist mark davies said.  it has been frustrating but he is on the mend  he has made good progress.  last week williams  along with fellow flanker colin charvis - who is unlikely to play for at least a month while he recovers from a foot injury - was all but ruled out of the millennium stadium clash. with williams initially thought to be struggling  the signs pointed towards wales coach mike ruddock handing a first cap to former wales under-21 skipper richie pugh.  cardiff blues flanker williams  29  offers considerable experience and if he is declared fit then ruddock might be tempted to include him in the back row. charvis will be reviewed by the wales medical staff next monday  but davies admitted that there was only an  outside chance  of him being fit to face france in wales  third championship game on 26 february. wales  other injury concern is pugh s fellow neath-swansea ospreys player sonny parker  as the centre has a trapped nerve in his neck.  sonny s injury is still an issue   davies said.  it is still painful and irritable. we will run the rule of thumb over him in the next couple of days.  ruddock will name his starting line-up for the england game at 1830 gmt on tuesday evening  as wales target their first victory in cardiff over the world champions since 1993.
sport,safin relieved at aussie recovery marat safin admitted he thought he was suffering another australian open final nightmare when he lost the opening set to lleyton hewitt.  the russian  who lost the 2002 and 2004 finals  fought back brilliantly to win 1-6 6-3 6-4 6-4.  i was nervous and i couldn t play tennis   said safin.  he started really well. he wasn t as nervous as i was because i was thinking of the two finals that i played and wasn t successful.  he added:  you really have to deal with the pressure because normally it never happens but when you come to the final you are so tight because you want to win.  i tried to play some tennis but i couldn t. he has huge experience  he s won two grand slam titles  he s won 24 titles  he s a great player and he deals with pressure.   from 4-1 down in the third set  safin played some of his best tennis to reel off seven games and take control of the match.  in the third set  just all of a sudden  it all turn around completely in a way i couldn t expect   said safin.  because he made a couple of mistakes  i was a little bit lucky at some point  then the confidence came back and i was back in the game.  and the russian revealed that the victory  and his semi-final win over world number one roger federer  had given him a massive boost for the future.  you get huge confidence because roger is a great player   said safin.  once i beat him  and then lleyton  it s like you get so much confidence in yourself that you really can play great.  you can win big titles and you can beat huge players in the finals and semi-finals.
sport,greene sets sights on world title maurice greene aims to wipe out the pain of losing his olympic 100m title in athens by winning a fourth world championship crown this summer.  he had to settle for bronze in greece behind fellow american justin gatlin and francis obikwelu of portugal.  it really hurts to look at that medal. it was my mistake. i lost because of the things i did   said greene  who races in birmingham on friday.  it s never going to happen again. my goal - i m going to win the worlds.  greene crossed the line just 0.02 seconds behind gatlin  who won in 9.87 seconds in one of the closest and fastest sprints of all time. but greene believes he lost the race and his title in the semi-finals.  in my semi-final race  i should have won the race but i was conserving energy.  that s when francis obikwelu came up and i took third because i didn t know he was there.  i believe that s what put me in lane seven in the final and  while i was in lane seven  i couldn t feel anything in the race.   i just felt like i was running all alone.  i believe if i was in the middle of the race i would have been able to react to people that came ahead of me.  greene was also denied olympic gold in the 4x100m men s relay when he could not catch britain s mark lewis-francis on the final leg. the kansas star is set to go head-to-head with lewis-francis again at friday s norwich union grand prix. the pair contest the 60m  the distance over which greene currently holds the world record of 6.39 seconds. he then has another indoor meeting in france before resuming training for the outdoor season and the task of recapturing his world title in helsinki in august. greene believes gatlin will again prove the biggest threat to his ambitions in finland. but he also admits he faces more than one rival for the world crown.  there s always someone else coming. i think when i was coming up i would say there was me and ato (boldon) in the young crowd   greene said.  now you ve got about five or six young guys coming up at the same time.
sport,clyde 0-5 celtic celtic brushed aside clyde to secure their place in the scottish cup semi-final  but only after a nervy and testing first half.  the home side s craig bryson had a goal chopped off before stan varga headed celtic into the lead. alan thompson scored from the penalty spot at the start of the second half after shaun maloney had been fouled. stilian petrov slid in a third  varga tapped in his second and craig bellamy completed the rout with a fine drive. bryn halliwell was the busier keeper early on  saving from bellamy  chris sutton and juninho. clyde had the ball in the net after half-an-hour through a tremendous strike from bryson  but the referee had already blown for a foul by petrov. from the resulting free kick  darren sheridan curled the ball round the celtic wall only for the post to deny him. back at the other end  halliwell did well to come off his line and block bellamy s effort to lift the ball over him. the keeper misjudged a corner that stephane henchoz headed wide  but a similar scenario five minutes before the break led to the opening goal. the ball was delivered from the left and halliwell was left floundering as varga glanced the ball into the net.  maloney replaced the injured sutton at half time and he marked his first competitive appearance after a year out injured by helping his side take a two-goal lead just after the break. the young striker fired a free kick straight into the clyde wall but as he collected the rebound  he was tripped by bryson and thompson converted the penalty. sheridan and bellamy were involved in something of a flare-up that led to both being booked after the intervention of the assistant referee. juninho brought out another good save from halliwell and then petrov saw a tremendous effort come off the top of the bar. but petrov and juninho combined brilliantly to allow the bulgarian to make it 3-0 on the hour mark - a quick one-two giving him the time and space to steer the ball past halliwell from 12 yards. varga got his second goal of the game as celtic drove home their advantage - thompson whipped in a corner from the right and the unmarked defender simply tapped the ball over the line from a couple of yards out. celtic were utterly dominant by this stage and bellamy opened his scoring account for the club after a fine move involving aiden mcgeady  jackie mcnamara and maloney culminated in the welshman hammering the ball into the net. halliwell kept the deficit at five by pushing a mcgeady shot wide as the game petered out.  halliwell  mensing  bollan  balmer  potter  sheridan (burns 61)  arbuckle (gilhaney 61)  gibson  bryson (jones 78)  malone  harty.  morrison  wilson.  mensing  sheridan.  douglas  henchoz  mcnamara  balde  varga  juninho paulista  thompson  lennon (lambert 70)  sutton (maloney 45)  petrov (mcgeady 70)  bellamy.  marshall  laursen.  thompson  bellamy.  : varga 40  thompson 48 pen  petrov 60  varga 68  bellamy 72.  8 200  c thomson
sport,moya emotional at davis cup win carlos moya described spain s davis cup victory as the highlight of his career after he beat andy roddick to end the usa s challenge in seville.  moya made up for missing spain s 2000 victory through injury by beating roddick 6-2 7-6 (7-1) 7-6 (7-5) to give the hosts an unassailable 3-1 lead.  i have woken up so many nights dreaming of this day   said moya.  all my energy has been focused on today.  what i have lived today i do not think i will live again.  spain s only other davis cup title came two years ago in valencia  when they beat australia. and moya  nicknamed charly  admitted:  the davis cup is my dream and i was a bit nervous at the outset.  some people have said that i am obsessed but i think that it is better this way. it helps me reach my goals if i am obsessed.  it s really incredible - to get the winning point is really something.  spanish captain jordi arrese said:  charly played a great game. it was his opportunity and he hasn t let us down.  he had lost three times to roddick  and this was his day to beat him.  he had been waiting years to be in this position.  spain s victory was also remarkable for the performance of rafael nadal  who beat roddick in the opening singles.  aged 18 years and 185 days  the mallorcan became the youngest player to win the davis cup.  what a great way to finish the year   said nadal afterwards. us coach patrick mcenroe wants roddick and the rest of his team to play more tennis on clay and hone their skills on the surface.  i think it will help these guys even on slow hard courts to learn how to mix things up a little bit and to play a little bit smarter and tactically better.   obviously it s unrealistic to say that we re going to just start playing constantly on clay  with the schedule.  but certainly i think we can put the work in at the appropriate time and play a couple more events and play against these guys who are the best on this stuff   said mcenroe. roddick was left frustrated after losing both his singles on the slow clay of seville s olympic stadium.  it s just tough because i felt like i was in it the whole time against one of the top three clay-courters in the world   said the american.  i had my chances and just didn t convert them. the bottom line is they were just better than us this weekend.  they came out  took care of business and they beat us. it s as simple as that.
sport,greek sprinters suspended by iaaf greek sprinters kostas kenteris and katerina thanou have been suspended after failing to take drugs tests before the athens olympics.  athletics  ruling body the iaaf said explanations from the pair and their former coach as to why they missed the tests were  unacceptable . it added that kenteris and thanou had been  provisionally suspended pending the resolution of their cases . they face two-year bans if found guilty by the greek athletics federation. the suspension also covers the athletes  controversial coach  christos tzekos. kenteris  the 2000 olympic 200m champion  and thanou  the women s 100m silver medallist from the same games in sydney  also face a criminal hearing in greece over the missed tests. they failed to appear to give samples in chicago and tel aviv shortly before the athens games and again in athens on 12 august  the eve of the opening ceremony. greek prosecutors have also charged them with faking a midnight motorcycle crash which led to them spending four days in hospital. some medical staff have been charged with writing false medical reports. wednesday s statement said the greek federation (segas) would convene a disciplinary hearing for the trio to determine whether there had been doping violations.   there will be a final right of appeal from the decision of the greek federation to the court of arbitration for sport   the iaaf said. tzekos insisted he and the runners had nothing to hide.  the iaaf s decision means nothing   he said.  we ll be presenting all our arguments to segas - we re innocent.
sport,lomu relishing return to action former all black star jonah lomu says he cannot wait to run out on the pitch for former england rugby union captain martin johnson s testimonial on 4 june.  the 29-year-old had a kidney transplant in july 2004 but will play his first full match for three years  leading a southern hemisphere side at twickenham.  i actually started training three weeks after my operation but i was very limited until a few months ago.  now it s basically bring it on!  said the giant winger.  the match on 4 june will be my first 15-man game but i have a training schedule which is quite testing and combines with sevens and a whole lot of things   said lomu.  i have got so much energy since my operation that i train three times a day  six days a week.   mohammed ali has always been my ideal. coming back to rugby  people said  you are dreaming  but it always starts off with a dream.  it s up to you whether you want to make it a reality.  opinion has been divided on whether lomu should attempt to return to the game after such a major operation. but when lomu was asked whether he was taking a risk he replied:  as much as someone going down the road being hit by a bus.  there are a lot of people in the world with one kidney who just don t know it.  i have talked this over  had a chat with the donor and this is to set my soul at peace and finish something i started in 1994 [when he made his all blacks debut].  at his lowest ebb lomu was so ill he could barely walk  but he says he is now getting stronger every day and his long-term target is to play for new zealand again.  the only person who saw me at my worst was my wife   he added.  i used to take two steps and fall over but now i can run and it is all coming back  and a lot more quickly than i ever thought it would.  to play for the all blacks would be the highest honour i could get. that is the long-term goal and you have to start somewhere.
sport,reds sink 10-man magpies titus bramble s own goal put liverpool on the comeback trail as injury-hit newcastle were well beaten at anfield.  patrick kluivert s close-range finish put newcastle ahead after 31 minutes  but they were pegged back as bramble headed in steven gerrard s corner. neil mellor gave liverpool the lead before half-time from milan baros  pass before the czech added a third after rounding shay given on the hour. newcastle then had lee bowyer sent off for two bookable offences. liverpool brought back luis garcia after a hamstring injury  while newcastle were forced to draft in kluivert after craig bellamy was a late withdrawal with a back injury sustained in the warm-up. and garcia should have crowned his return with a goal inside the opening minute when he took a pass from baros but shot wildly over the top from eight yards. olivier bernard was only inches away from giving newcastle the lead after 20 minutes  when he fired just wide from a free-kick 25 yards out. but souness s side did go ahead 11 minutes later in highly controversial circumstances.  kluivert looked suspiciously offside when kieron dyer set bowyer free  but the dutchman was then perfectly placed to score from six yards. the lead lasted three minutes  with liverpool back on terms as bramble headed gerrard s corner into his own net under pressure from sami hyypia. and liverpool were ahead after 37 minutes when baros slid a perfect pass into mellor s path for the youngster to slip a slide-rule finish into given s bottom corner. garcia s finishing was wayward  and he was wasteful again in first-half injury time  shooting tamely at given after good work by xabi alonso. any hopes of a newcastle recovery looked to be snuffed out on the hour when a brilliant turn and pass by harry kewell set baros free and he rounded given to score. jermaine jenas then missed a glorious chance to throw newcastle a lifeline  shooting over from just eight yards out from shola ameobi s cross. then bowyer  who had already been booked for a foul on alonso  was deservedly shown the red card by referee graham poll for a wild challenge on liverpool substitute florent sinama-pongolle.  dudek  finnan  hyypia  carragher  riise  luis garcia (nunez 73)  gerrard  alonso  kewell (traore 85)  baros  mellor (sinama pongolle 75).  subs not used: hamann  harrison.  bramble 35 og  mellor 38  baros 61.  given  andrew o brien  elliott  bramble  bernard  bowyer  dyer (ambrose 80)  jenas  milner (n zogbia 72)  kluivert (robert 58)  ameobi.  subs not used: harper.  bowyer (77).  bowyer  elliott  bernard.  kluivert 32.  43 856.  g poll (hertfordshire).
sport,gb quartet get cross country call four british athletes have been pre-selected to compete at the world cross country championships in march after impressive starts to the season.  hayley yelling  jo pavey  karl keska and adam hickey will represent team gb at the event in france. yelling clinched the women s european cross country title last month and pavey followed up with bronze. keska helped the men s team to overall third place while hickey finished in 10th place on his junior debut.  winning the european cross country title meant so much to me   said yelling.  and being pre-selected for the worlds means that i can focus on preparing in the best way possible.  the 32-year-old will race alongside olympic 5 000m finalist pavey in the women s 8km race on 19 march. keska  who has made a successful return from a long-term injury lay-off  contests the men s 12km race on 20 march  while 16-year-old hickey goes in the junior men s 8km on the same day. the rest of the team will be named after the trials at wollaton park in nottingham  which take place on 5 march.
sport,keegan hails comeback king fowler manchester city boss kevin keegan has praised striker robbie fowler for his landmark return to form.  the 29-year-old  out of favour at city earlier this season  took his premiership goal tally past 150 with a brace in monday s 3-2 win at norwich.  he is still a quality player and knows where the net is - we have just got to supply him with ammunition and  in the end  we did   keegan said.  he has worked hard to get back to where he is now.  the former liverpool striker  who moved to city in 2003 after a poor stint at leeds  has battled back into first-team contention after struggling with fitness at the start of the season.  fowler overtook les ferdinand on tuesday evening to become the third highest scorer of all time in the premiership  with 151 goals  and he only trails alan shearer (250) and andy cole (173). and keegan believes there is still more to come from the former england forward.  he can get better if we can supply him better   added keegan.  people want to write him off but if he has kept the articles of those people who have written him off he could throw them back at them and they would be left with a bit of egg on their face.  fowler s double strike helped city come back from two goals down to clinch a dramatic win at carrow road and keegan sympathised with norwich boss nigel worthington afterwards.  i feel a bit for nigel worthington   he said.  his team have got great character  they have a lot of drive and enthusiasm.  i know it is a killer blow for norwich but i really think they have brought something to the premiership.  the stadium and the atmosphere is great  it is just a tough league to stay in - as they are finding out and as we know.
sport,kenyon denies robben barca return chelsea chief executive peter kenyon has played down reports that arjen robben will return for the champions league match against barcelona.   he s been responding well to treatment and started running on friday  but we ll have to wait and see   he told bbc five live s sportsweek.  we re looking to getting him back as soon as possible  but he ll be back when it s right for him and for us.  there s no plans at the moment around the barcelona game.  his comments contradict those of chiropractor jean pierre meersseman who treated the dutchman after he fractured his foot at the start of february. robben had been expected to be out for six weeks  but meersseman hinted that the winger could be fit for the vital stamford bridge game on 8 march.  i hope he can be back and i will try to help him make that happen   meersseman told the mail on sunday.  i put everything right with arjen s foot the last time i saw him 12 days ago. it was an obvious correction and easy to perform.  i know he was pleased with what i did and now that he is running again. i am due to see him one more time again in the next few days.  meersseman is the medical co-ordinator at italian side ac milan.
sport,almagro continues spanish surge unseeded nicolas almagro became the fifth spaniard to reach the last eight at the buenos aires open  ousting eighth seed mariano zabaleta.  he showed admirable resolve to win a rain-affected match 6-7 6-4 6-4. compatriot and seventh seed rafael nadal also reached the last eight  beating italian potito starace 6-1 6-3. nadal  playing in the outdoor clay event for the first time  hit some powerful forehands to oust starace in a match delayed over an hour by rain.  it s always a problem to have to stop for rain but one gets used to it   said spanish teenager nadal.  luckily  i was able to keep my pace going throughout the match.  he will now play gaston gaudio  who beat unseeded brazilian flavio saretta 6-3 6-2 in the day s late match.
sport,veteran martinez wins thai title conchita martinez won her first title in almost five years with victory over anna-lena groenefeld at the volvo women s open in pattaya  thailand.  the 32-year-old spaniard came through 6-3 3-6 6-3 for her first title since berlin in 2000.  it feels really good   said martinez  who is playing her last season on the tour.  to come through like that in an important match feels good.  it s been nearly five years and i didn t think i could do it.  groenefeld was the more powerful player but could not match her opponent s relentless accuracy.  it was my first final  a new experience   said the german.  i think she played a good match  a tough match  but i tried to stay in there. i think the whole week was good for me.
sport,holmes feted with further honour double olympic champion kelly holmes has been voted european athletics (eaa) woman athlete of 2004 in the governing body s annual poll.  the briton  made a dame in the new year honours list for taking 800m and 1 500m gold  won vital votes from the public  press and eaa member federations. she is only the second british woman to land the title after- sally gunnell won for her world 400m hurdles win in 1993. swedish triple jumper christian olsson was voted male athlete of the year. the accolade is the latest in a long list of awards that holmes has received since her success in athens. in addition to becoming a dame  she was also named the bbc sports personality of the year in december. her gutsy victory in the 800m also earned her the international association of athletics federations  award for the best women s performance in the world for 2004. and she scooped two awards at the british athletics writers  association annual dinner in october.
sport,ferguson fears milan cutting edge manchester united manager sir alex ferguson said his side s task against ac milan would not be made any easier by the absence of andriy shevchenko.  milan s talismanic european footballer of the year misses wednesday s champions league first-leg tie after fracturing his cheekbone.  it s a loss (to milan)  but it could be worse if they didn t have such quality to bring in   ferguson said.  how much they miss him i think they ll know tomorrow night.  ferguson said milan s front line would still represent a formidable challenge for his defenders.  they can play rui costa and play kaka forward. they can bring serginho in and they can play (jon dahl) tomasson   he said. ferguson s own goalscoring talisman ruud van nistelrooy is fit again  but the scot admitted he was unsure whether to start the dutchman  who has not played for three months.   ruud is the best striker in europe. what i have to judge is whether he will struggle with the early pace after being out for so long   he said.  his ability puts him in with a big shout but it is a major decision.  ferguson  though  is confident his young players  particularly wayne rooney and cristiano ronaldo  are up to the task.  we have an opportunity to win this cup this year  no question about that   he declared.  with the maturity we see every week in ronaldo and rooney  the return of van nistelrooy and the form of roy keane  paul scholes and ryan giggs  we must have a fantastic chance.  it is a view shared by rooney  who believes  if we can get past milan  we have a great chance .  as soon as i knew we were playing milan  i got excited. looking at the draw  it is anyone s trophy but we have every chance.  hopefully  we can get to that final in turkey and bring the cup back to manchester.  milan coach carlo ancelotti said his team were looking forward to returning to the venue where they lifted europe s most prestigious club title two seasons ago. milan beat juventus in a penalty shootout after a 0-0 tie at old trafford and ancelotti said:  we are all very happy to return (to old trafford) to play in the champions league and this will give us great motivation.  ancelotti said he was aware of the threat united posed to his hopes of champions league glory.  it s fundamental that we don t allow them to take control of the game. our intention is not to adapt to their play but to play our game   he said.  they have great quality in attack  they use the wings a lot and we will have to make sure we stop them.
